_id,Institution Name,Institution Address,Outbreak Setting,Type of Outbreak,Causative Agent-1,Causative Agent-2,Date Outbreak Began,Date Declared Over,Active
189,Wesburn Manor - 2nd Fl (2N & 2S),400 The West Mall,LTCH,Respiratory,COVID-19,,2025-11-25,2025-12-06,N
190,Cedarbrook Lodge Retirement Residence - 2nd & 3rd Fl,520 Markham Rd,Retirement Home,Respiratory,COVID-19,,2025-11-23,2025-12-12,N
191,Retirement Suites by the Lake,2121 Kingston Rd,Retirement Home,Enteric,Norovirus,,2025-11-22,2025-12-18,N
192,UHN - Princess Margaret Hospital - 15C,610 University Ave,Hospital-Acute Care,Respiratory,Influenza A (H3),,2025-11-22,2025-12-01,N
193,Humber Meadows,2109 Finch Ave W,LTCH,Respiratory,Influenza A (Not subtyped),,2025-11-21,2025-12-12,N
194,The Wexford - 2nd & 3rd Fl,1860 Lawrence Ave E,LTCH,Respiratory,COVID-19,,2025-11-21,2025-12-14,N
195,Chartwell Grenadier Retirement Residence - Building C - 3rd Fl,2100 Bloor St W,Retirement Home,Respiratory,COVID-19,,2025-11-20,2025-11-28,N
196,Ina Grafton Gage Home - 4th Fl,40 Bell Estate Rd,LTCH,Respiratory,Rhinovirus,,2025-11-20,2025-12-01,N
197,The Salvation Army - Toronto Grace Health Centre - 5th Fl,650 Church St,Hospital-Chronic Care,Respiratory,COVID-19,,2025-11-20,2025-11-27,N
198,Centre for Addiction and Mental Health - GAU-A,1001 Queen St W,Hospital-Psychiatric,Respiratory,COVID-19,,2025-11-19,2025-11-26,N
199,Sinai Health System - Mount Sinai Hospital - 10N,600 University Ave,Hospital-Acute Care,Respiratory,COVID-19,,2025-11-19,2025-11-28,N
200,Unity Health Toronto - Houses of Providence - 3 West,3276 St. Clair Ave E,LTCH,Respiratory,Unable to identify,,2025-11-19,2025-11-28,N
201,Valleyview Residence - 2 West,541 Finch Ave W,LTCH,Respiratory,COVID-19,,2025-11-18,2025-11-27,N
202,Villa Colombo Homes for the Aged - 5 Fusco North,40 Playfair Ave,LTCH,Respiratory,Rhinovirus,,2025-11-18,2025-12-01,N
203,UHN - Toronto Western Hospital - 8B,399 Bathurst St,Hospital-Acute Care,Respiratory,COVID-19,,2025-11-17,2025-11-28,N
204,Trillium Health Partners - McCall Centre for Continuing Care - 3rd Fl,140 Sherway Dr,Hospital-Chronic Care,Respiratory,COVID-19,,2025-11-16,2025-11-25,N
205,Baycrest Hospital - 7 West,3560 Bathurst St,Hospital-Chronic Care,Respiratory,COVID-19,,2025-11-15,2025-11-23,N
206,Villa Colombo Homes for the Aged - 4 Fusco South,40 Playfair Ave,LTCH,Respiratory,COVID-19,,2025-11-14,2025-11-28,N
207,Wellesley Central Place - 4 East,160 Wellesley St E,LTCH,Respiratory,Influenza A (Not subtyped),,2025-11-14,2025-12-01,N
208,AgeCare Trilogy - 3rd Fl,340 McCowan Rd,LTCH,Respiratory,COVID-19,,2025-11-12,2025-11-25,N
209,Amica on the Avenue - 3rd & 5th Fl,1066 Avenue Rd,Retirement Home,Respiratory,COVID-19,,2025-11-12,2025-11-19,N
210,Fieldstone Commons Care Community - 4th Fl (B Side),1000 Ellesmere Rd,LTCH,Respiratory,Metapneumovirus,,2025-11-12,2025-12-06,N
211,Gibson Long Term Care Residence - 1st Fl,1925 Steeles Ave E,LTCH,Respiratory,COVID-19,,2025-11-12,2025-11-24,N
212,Kennedy Lodge - 3rd Fl (South Wing),1400 Kennedy Rd,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-11-12,2025-11-26,N
213,Shepherd Lodge - 2S & 2N,3760 Sheppard Ave E,LTCH,Respiratory,COVID-19,,2025-11-12,2025-11-24,N
214,Humber River Hospital - Wilson Site - 8 West,1235 Wilson Ave,Hospital-Acute Care,Other,CPE Colonization Enterobacter cloacae (VIM),,2025-11-10,2025-11-28,N
215,Humber Valley Terrace,95 Humber College Blvd,LTCH,Respiratory,COVID-19,,2025-11-10,2025-11-30,N
216,St. George Care Community - 4th Fl,225 St. George St,LTCH,Respiratory,Parainfluenza,,2025-11-09,2025-11-20,N
217,Villa Colombo Homes for the Aged - 3 Fidani,40 Playfair Ave,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-11-08,2025-12-02,N
218,West Park Healthcare Centre - 4D - Pod 1,170 Emmett Ave,Hospital-Chronic Care,Respiratory,COVID-19,,2025-11-08,2025-11-16,N
219,Craiglee Nursing Home - 1 West & 3 West,102 Craiglee Dr,LTCH,Respiratory,COVID-19,,2025-11-07,2025-12-01,N
220,North York General Hospital - Seniors' Health Centre - 4th Fl,2 Buchan Crt,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-11-06,2025-11-13,N
221,Scarborough Health Network - General Hospital - CP3,3050 Lawrence Ave E,Hospital-Acute Care,Respiratory,COVID-19,,2025-11-05,2025-11-12,N
222,Trillium Health Partners - McCall Centre for Continuing Care - 4th Fl,140 Sherway Dr,Hospital-Chronic Care,Respiratory,Respiratory syncytial virus,,2025-11-05,2025-11-15,N
223,Christie Gardens Retirement Home - Seaton & Annex Units,600 Melita Cres,Retirement Home,Respiratory,Rhinovirus,,2025-11-04,2025-11-12,N
224,Fountain View Care Community - Terrace 1A Unit,1800 O'Connor Dr,LTCH,Respiratory,Metapneumovirus,,2025-11-04,2025-11-17,N
225,Forestview Retirement Residence - 2nd & 5th Fl,537 Finch Ave W,Retirement Home,Respiratory,Influenza A (Not subtyped),,2025-11-03,2025-11-14,N
226,"Nisbet Lodge - 7th, 8th & 11th Fl",740 Pape Ave,LTCH,Respiratory,Respiratory syncytial virus,,2025-11-03,2025-11-24,N
227,Weston Terrace Care Community - 3B,2005 Lawrence Ave W,LTCH,Respiratory,COVID-19,,2025-11-03,2025-11-07,N
228,"AgeCare Trilogy - 2nd, 6th & 7th Fl",340 McCowan Rd,LTCH,Enteric,Norovirus,,2025-11-01,2025-11-17,N
229,Castleview Wychwood Towers - 2W,351 Christie St,LTCH,Respiratory,Rhinovirus,,2025-10-31,2025-11-09,N
230,TEHN - Michael Garron Hospital - G6,825 Coxwell Ave,Hospital-Acute Care,Enteric,Clostridium difficile,,2025-10-31,2025-11-26,N
231,Deerwood Creek Community - 2B,70 Humberline Dr,LTCH,Respiratory,Unable to identify,,2025-10-30,2025-11-14,N
232,Amica Bayview Gardens - 2nd Fl,19 Rean Dr,Retirement Home,Respiratory,COVID-19,,2025-10-29,2025-11-12,N
233,Baycrest Hospital - 7 East,3560 Bathurst St,Hospital-Chronic Care,Respiratory,COVID-19,,2025-10-29,2025-11-16,N
234,Kipling Acres - 3 South,2233 Kipling Ave,LTCH,Respiratory,COVID-19,,2025-10-29,2025-11-07,N
235,Craiglee Nursing Home - East Wing,102 Craiglee Dr,LTCH,Respiratory,Influenza A (Not subtyped),,2025-10-27,2025-11-10,N
236,Extendicare Rouge Valley - 1st Fl Highland Creek & 3rd Fl Meadowvale,551 Conlins Rd,LTCH,Respiratory,COVID-19,,2025-10-27,2025-11-15,N
237,Hellenic Home Scarborough,2411 Lawrence Ave E,LTCH,Respiratory,COVID-19,,2025-10-27,2025-11-12,N
238,North York General Hospital - RCC Branson Site - 4th Fl,555 Finch Ave W,Hospital-Chronic Care,Respiratory,Coronavirus*,,2025-10-27,2025-11-07,N
239,St. George Care Community - 1st & 3rd Fl,225 St. George St,LTCH,Respiratory,Influenza A (H3),,2025-10-27,2025-11-10,N
240,AgeCare Trilogy - 1st Fl Oakview,340 McCowan Rd,LTCH,Enteric,Unable to identify,,2025-10-26,2025-11-02,N
241,Southlake Regional Health Centre - RCC Finch Site - 5 East,2111 Finch Ave W,Hospital-Chronic Care,Other,CPE Colonization Klebsiella pneumoniae (KPC),,2025-10-24,2025-11-14,N
242,Chartwell Scarlett Heights Retirement Residence,4005 Eglinton Ave W,Retirement Home,Respiratory,COVID-19,,2025-10-23,2025-11-22,N
243,Copernicus Lodge - 6th Fl,66 Roncesvalles Ave,LTCH,Respiratory,COVID-19,,2025-10-23,2025-10-29,N
244,Labdara Lithuanian Nursing Home - 1st Fl,5 Resurrection Rd,LTCH,Respiratory,Unable to identify,,2025-10-23,2025-10-31,N
245,McCowan Retirement Residence,2881 Eglinton Ave E,Retirement Home,Respiratory,COVID-19,,2025-10-22,2025-11-08,N
246,Centennial Park Place,25 Centennial Park Rd,Retirement Home,Respiratory,Unable to identify,,2025-10-21,2025-11-04,N
247,Deerwood Creek Community - 3A & 3B,70 Humberline Dr,LTCH,Respiratory,COVID-19,,2025-10-20,2025-11-13,N
248,Gibson Long Term Care Residence - 2nd & 4th Fl,1925 Steeles Ave E,LTCH,Respiratory,Parainfluenza,,2025-10-20,2025-11-14,N
249,Kipling Acres - 2NW,2233 Kipling Ave,LTCH,Respiratory,Parainfluenza,,2025-10-20,2025-11-05,N
250,Hellenic Home Scarborough - 2B,2411 Lawrence Ave E,LTCH,Respiratory,COVID-19,,2025-10-19,2025-10-27,N
251,Villa Colombo Homes for the Aged - 5 Fusco West Wing,40 Playfair Ave,LTCH,Respiratory,Enterovirus,Rhinovirus,2025-10-19,2025-10-29,N
252,Valleyview Residence - 2 East,541 Finch Ave W,LTCH,Respiratory,Rhinovirus,,2025-10-18,2025-10-30,N
253,New Horizons Tower - 12th Fl,1140 Bloor St W,Retirement Home,Respiratory,COVID-19,,2025-10-15,2025-10-17,N
254,Village of Humber Heights - 1st & 2nd Fl,2245 Lawrence Ave W,LTCH,Respiratory,Unable to identify,,2025-10-15,2025-10-29,N
255,Village of Humber Heights Retirement Residence - Egerton & Williamsburg,2245 Lawrence Ave W,Retirement Home,Respiratory,COVID-19,,2025-10-15,2025-11-03,N
256,One Kenton Place - 2nd & 4th Fl,1 Kenton Dr,Retirement Home,Respiratory,Rhinovirus,,2025-10-14,2025-10-26,N
257,Yee Hong Centre - Scarborough Finch - 2nd Fl,60 Scottfield Dr,LTCH,Respiratory,Unable to identify,,2025-10-14,2025-10-27,N
258,Wesburn Manor - 2S & 4N,400 The West Mall,LTCH,Respiratory,Metapneumovirus,,2025-10-13,2025-10-30,N
259,Cummer Lodge - 2 South,205 Cummer Ave,LTCH,Respiratory,COVID-19,,2025-10-12,2025-10-28,N
260,Centre for Addiction and Mental Health - PRT8,1001 Queen St W,Hospital-Psychiatric,Respiratory,Unable to identify,,2025-10-10,2025-10-18,N
261,William Osler Health System - Etobicoke General Hospital - 10E,101 Humber College Blvd,Hospital-Acute Care,Other,CPE Colonization Klebsiella oxytoca (NDM),,2025-10-10,2025-11-19,N
262,Norfinch Care Community - 3A & 3B,22 Norfinch Dr,LTCH,Respiratory,Enterovirus,Rhinovirus,2025-10-09,2025-10-23,N
263,Sinai Health System - Mount Sinai Hospital - 12N,600 University Ave,Hospital-Acute Care,Respiratory,COVID-19,,2025-10-09,2025-10-16,N
264,Hazelton Place Retirement Residence - 2nd Fl,111 Avenue Rd,Retirement Home,Respiratory,COVID-19,,2025-10-08,2025-10-17,N
265,Chartwell Grenadier Retirement Residence - Building A - 2nd Fl (Assisted Living),2100 Bloor St W,Retirement Home,Respiratory,Enterovirus/ Rhinovirus,,2025-10-07,2025-10-23,N
266,Toronto Rehabilitation Institute - University Centre - 7 South,550 University Ave,Hospital-Chronic Care,Respiratory,COVID-19,,2025-10-07,2025-10-16,N
267,Hellenic Home Scarborough - 3B,2411 Lawrence Ave E,LTCH,Respiratory,Unable to identify,,2025-10-06,2025-10-17,N
268,Kipling Acres - 3N,2233 Kipling Ave,LTCH,Respiratory,COVID-19,,2025-10-06,2025-10-20,N
269,Maynard Nursing Home - 1st (Bellwoods) & 2nd (Trinity) Fl,28 Halton St,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-10-05,2025-10-21,N
270,Norfinch Care Community - 3rd Fl,22 Norfinch Dr,LTCH,Respiratory,COVID-19,,2025-10-05,2025-10-17,N
271,The Kensington Gardens (South Building) - 1st Fl (South 1 East Wing),25 Brunswick Ave,LTCH,Respiratory,Parainfluenza,,2025-10-03,2025-10-16,N
272,Cheltenham Care Community - 2N,5935 Bathurst St,LTCH,Respiratory,COVID-19,,2025-10-02,2025-10-14,N
273,Copernicus Lodge - 2 South,66 Roncesvalles Ave,LTCH,Respiratory,COVID-19,,2025-10-02,2025-10-08,N
274,"Aspira Kensington Place Retirement Living - 2nd, 4th & 5th Fl",866 Sheppard Ave W,Retirement Home,Respiratory,Rhinovirus,,2025-10-01,2025-10-25,N
275,Seven Oaks - 4th Fl,9 Neilson Rd,LTCH,Respiratory,Unable to identify,,2025-10-01,2025-10-05,N
276,AgeCare Trilogy - 6th & 7th Fl,340 McCowan Rd,LTCH,Respiratory,Rhinovirus,,2025-09-29,2025-10-14,N
277,Belmont House - 4 West Wing,55 Belmont St,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-09-29,2025-10-10,N
278,Don Mills Retirement Residence - 5th Fl,2 Green Belt Dr,Retirement Home,Respiratory,COVID-19,,2025-09-29,2025-10-08,N
279,Eatonville Care Centre - 3rd Fl,420 The East Mall,LTCH,Respiratory,Rhinovirus,,2025-09-29,2025-10-09,N
280,Extendicare Guildwood,60 Guildwood Pky,LTCH,Respiratory,Rhinovirus,,2025-09-29,2025-10-16,N
281,Forest Hill Place - 7th Fl,645 Castlefield Ave,Retirement Home,Respiratory,COVID-19,,2025-09-29,2025-10-08,N
282,Nisbet Lodge - 9th Fl,740 Pape Ave,LTCH,Respiratory,Rhinovirus,,2025-09-29,2025-10-07,N
283,Harold and Grace Baker Centre - 1st Fl A Wing,1 Northwestern Ave,LTCH,Respiratory,Rhinovirus,,2025-09-28,2025-10-12,N
284,Midland Gardens Care Community,130 Midland Ave,LTCH,Respiratory,Rhinovirus,,2025-09-28,2025-10-25,N
285,Valleyview Residence - 2 West,541 Finch Ave W,LTCH,Respiratory,Rhinovirus,,2025-09-28,2025-10-09,N
286,Fieldstone Commons Care Community - 1A,1000 Ellesmere Rd,LTCH,Respiratory,Rhinovirus,,2025-09-25,2025-10-05,N
287,The Rekai Centre Sherbourne Place - 3rd Fl,345 Sherbourne St,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-09-25,2025-10-05,N
288,Fudger House - 3 East & 3 West,439 Sherbourne St,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-09-24,2025-10-09,N
289,Glen Rouge Community - Wing 1 & Wing 2,92 Island Rd,LTCH,Respiratory,Rhinovirus,,2025-09-24,2025-09-29,N
290,Mon Sheong Scarborough - 3 North,2030 McNicoll Ave,LTCH,Respiratory,COVID-19,,2025-09-24,2025-10-05,N
291,Seven Oaks - 4th Fl,9 Neilson Rd,LTCH,Respiratory,Parainfluenza,,2025-09-24,2025-10-02,N
292,Ukrainian Canadian Care Centre - 3rd & 4th Fl,60 Richview Rd,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-09-24,2025-10-01,N
293,Castleview Wychwood Towers - 6th Fl West Wing,351 Christie St,LTCH,Respiratory,COVID-19,,2025-09-23,2025-10-04,N
294,Weston Terrace Care Community - 3rd Fl Unit B,2005 Lawrence Ave W,LTCH,Respiratory,Parainfluenza,,2025-09-23,2025-10-06,N
295,Sunnybrook Health Sciences Centre - Veterans Centre - LGSW,2075 Bayview Ave,LTCH,Respiratory,COVID-19,,2025-09-22,2025-10-07,N
296,Yee Hong Centre - Scarborough McNicoll - 2nd Fl,2311 McNicoll Ave,LTCH,Respiratory,COVID-19,,2025-09-22,2025-10-14,N
297,Better Living at Thompson House - 4th Fl,1 Overland Dr,LTCH,Respiratory,COVID-19,,2025-09-21,2025-10-08,N
298,Gibson Long Term Care - 2nd & 3rd Fl,1925 Steeles Ave E,LTCH,Respiratory,COVID-19,,2025-09-20,2025-10-14,N
299,Deerwood Creek Community - 1st Fl,70 Humberline Dr,LTCH,Respiratory,COVID-19,,2025-09-19,2025-10-03,N
300,Westside - 4th Fl,1145 Albion Rd,LTCH,Respiratory,Parainfluenza,,2025-09-19,2025-09-22,N
301,Kennedy Lodge Long Term Care Home - 3rd Fl,1400 Kennedy Rd,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-09-18,2025-10-07,N
302,Runnymede Health Centre - 3W,625 Runnymede Rd,Hospital-Chronic Care,Respiratory,COVID-19,,2025-09-17,2025-09-25,N
303,Nisbet Lodge - 6th Fl,740 Pape Ave,LTCH,Respiratory,COVID-19,,2025-09-16,2025-09-29,N
304,Scarborough Health Network - General Hospital - T7,3050 Lawrence Ave E,Hospital-Acute Care,Respiratory,COVID-19,,2025-09-16,2025-09-25,N
305,Villa Colombo Homes for the Aged - 2nd Fl,40 Playfair Ave,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-09-16,2025-09-28,N
306,Carefree Lodge - 1st & 2nd Fl,306 Finch Ave E,LTCH,Respiratory,Parainfluenza,,2025-09-15,2025-10-01,N
307,Carefree Lodge - 2nd Fl,306 Finch Ave E,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-09-15,2025-09-20,N
308,Eatonville Care Centre - 3rd & 5th Fl,420 The East Mall,LTCH,Respiratory,COVID-19,,2025-09-15,2025-10-09,N
309,Hellenic Care for Seniors - Ground & 1st Fl,215 Tyrrel Ave,LTCH,Respiratory,COVID-19,,2025-09-15,2025-10-05,N
310,West Park Healthcare Centre - 2C,170 Emmett Ave,Hospital-Chronic Care,Respiratory,COVID-19,,2025-09-15,2025-09-26,N
311,Westside - 4th Fl,1145 Albion Rd,LTCH,Respiratory,COVID-19,,2025-09-15,2025-09-20,N
312,Craiglee Nursing Home - 2W,102 Craiglee Dr,LTCH,Respiratory,Parainfluenza,,2025-09-14,2025-09-23,N
313,Belmont House - 2WW,55 Belmont St,LTCH,Respiratory,COVID-19,,2025-09-12,2025-09-25,N
314,North York General Hospital - Seniors' Health Centre - 2nd & 3rd Fl,2 Buchan Crt,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-09-12,2025-10-09,N
315,"Rockcliffe Community - 1st, 2nd & 3rd Fl",3015 Lawrence Ave E,LTCH,Respiratory,Rhinovirus,,2025-09-12,2025-10-06,N
316,Baycrest Apotex Centre - Jewish Home for the Aged - 2EI,3560 Bathurst St,LTCH,Respiratory,COVID-19,,2025-09-11,2025-09-19,N
317,Harmony Hills Care Community - 2B,1800 O'Connor Dr,LTCH,Respiratory,Rhinovirus,,2025-09-11,2025-10-07,N
318,TEHN - Michael Garron Hospital - ICU,825 Coxwell Ave,Hospital-Acute Care,Enteric,Clostridium difficile,,2025-09-11,2025-10-10,N
319,Wesburn Manor - 3S,400 The West Mall,LTCH,Respiratory,Parainfluenza,,2025-09-11,2025-09-22,N
320,Queens Estate Retirement Residence,265 Queens Dr,Retirement Home,Respiratory,COVID-19,,2025-09-10,2025-09-25,N
321,Age Care Trilogy - 5th Fl,340 McCowan Rd,LTCH,Respiratory,Metapneumovirus,,2025-09-09,2025-09-23,N
322,Extendicare Scarborough,3830 Lawrence Ave E,LTCH,Respiratory,Metapneumovirus,,2025-09-09,2025-10-07,N
323,"The Kensington Gardens - North Building - 2 East, 3 East & 3 West",45 Brunswick Ave,LTCH,Respiratory,COVID-19,,2025-09-09,2025-10-03,N
324,North York General Hospital - General Site - 5W,4001 Leslie St,Hospital-Acute Care,Respiratory,COVID-19,,2025-09-08,2025-09-23,N
325,Rekai Wellesley Central Place - 4E,160 Wellesley St E,LTCH,Respiratory,Rhinovirus,,2025-09-08,2025-09-14,N
326,The Teddington Retirement Home,4 Teddington Park Ave,Retirement Home,Respiratory,Enterovirus/ Rhinovirus,,2025-09-07,2025-09-24,N
327,Cummer Lodge - 4 North,205 Cummer Ave,LTCH,Respiratory,COVID-19,,2025-09-06,2025-09-29,N
328,Fieldstone Commons Care Community,1000 Ellesmere Rd,LTCH,Respiratory,COVID-19,,2025-09-06,2025-09-29,N
329,Harmony Hills Care Community - 3A,1800 O'Connor Dr,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-09-06,2025-09-26,N
330,UHN - RCC - Trillium Health Partners - 3W,82 Buttonwood Ave,Hospital-Chronic Care,Respiratory,COVID-19,,2025-09-06,2025-09-15,N
331,SHSC - Holland Orthopaedic & Arthritic Centre - I6E,43 Wellesley St E,Hospital-Chronic Care,Respiratory,COVID-19,,2025-09-05,2025-09-14,N
332,Yee Hong Centre Scarborough Finch - 5th Fl,60 Scottfield Dr,LTCH,Respiratory,COVID-19,,2025-09-05,2025-09-17,N
333,The Village of Humber Heights - 2nd Fl Weston,2245 Lawrence Ave W,LTCH,Respiratory,COVID-19,,2025-09-04,2025-09-14,N
334,William Osler Health System - Etobicoke General - 6W,101 Humber College Blvd,Hospital-Acute Care,Respiratory,COVID-19,,2025-09-04,2025-09-11,N
335,Bendale Acres - 6th Fl,2920 Lawrence Ave E,LTCH,Respiratory,COVID-19,,2025-09-03,2025-09-16,N
336,Cheltenham Care Community - 3rd Fl,5935 Bathurst St,LTCH,Respiratory,COVID-19,,2025-09-03,2025-09-18,N
337,Humber Meadows - 6N,2109 Finch Ave W,LTCH,Respiratory,COVID-19,,2025-09-03,2025-09-15,N
338,Tendercare Living Centre,1020 McNicoll Ave,LTCH,Respiratory,COVID-19,,2025-09-03,2025-09-26,N
339,The Rekai at Wellesley Central Place - 4W,160 Wellesley St E,LTCH,Respiratory,COVID-19,,2025-09-03,2025-09-26,N
340,Arirang Korean Long Term Care - 4th & 5th Fl,17 Maplewood Ave,LTCH,Respiratory,COVID-19,,2025-09-02,2025-09-16,N
341,Weston Terrace Care Community - Unit 4A,2005 Lawrence Ave W,LTCH,Respiratory,Parainfluenza,,2025-09-02,2025-09-10,N
342,William Osler Health System - 8E Med Surg,101 Humber College Blvd,Hospital-Acute Care,Respiratory,COVID-19,,2025-09-02,2025-09-09,N
343,Hawthorne Place Care Centre - 1st Fl Convalescent Unit,2045 Finch Ave W,LTCH,Respiratory,Parainfluenza,,2025-09-01,2025-09-10,N
344,Kipling Acres - 1E,2233 Kipling Ave,LTCH,Respiratory,Rhinovirus,,2025-09-01,2025-09-09,N
345,Lakeside Long Term Care Centre - 2nd Fl,150 Dunn Ave,LTCH,Respiratory,COVID-19,,2025-08-28,2025-09-19,N
346,The Village of Humber Heights - 2 Brule,2245 Lawrence Ave W,LTCH,Respiratory,COVID-19,,2025-08-26,2025-09-04,N
347,Toronto Grace Health Centre - Specialized Care Centre - 5th Fl,1020 McNicoll Ave,Hospital-Chronic Care,Respiratory,COVID-19,,2025-08-26,2025-09-16,N
348,Midland Gardens Care Community - 6th Fl,130 Midland Ave,LTCH,Respiratory,Enterovirus,,2025-08-25,2025-09-09,N
349,Isabel and Arthur Meighen Manor - 3E & 3W,155 Millwood Rd,LTCH,Respiratory,COVID-19,,2025-08-24,2025-09-06,N
350,Ehatare Nursing Home - 4th Fl,40 Old Kingston Rd,LTCH,Respiratory,Parainfluenza,,2025-08-18,2025-08-28,N
351,Extendicare Scarborough - 1st Fl,3830 Lawrence Ave E,LTCH,Respiratory,COVID-19,,2025-08-18,2025-08-30,N
352,Harold and Grace Baker Centre - A Wing,1 Northwestern Ave,LTCH,Respiratory,Rhinovirus,,2025-08-18,2025-09-05,N
353,Kensington Gardens - South Building - 1 West,25 Brunswick Ave,LTCH,Respiratory,Parainfluenza,,2025-08-18,2025-09-07,N
354,Shepherd Lodge - 3 North,3760 Sheppard Ave E,LTCH,Respiratory,Parainfluenza,,2025-08-18,2025-09-02,N
355,Wesburn Manor - 2S & 2N,400 The West Mall,LTCH,Respiratory,Parainfluenza,,2025-08-18,2025-09-08,N
356,Downsview Care Community - 2 Centre,3595 Keele St,LTCH,Respiratory,Parainfluenza,,2025-08-17,2025-08-31,N
357,Nisbet Lodge - 9th & 11th Fl,740 Pape Ave,LTCH,Enteric,Unable to identify,,2025-08-17,2025-08-23,N
358,Rayoak Place - 1st Fl,1340 York Mills Rd,Retirement Home,Respiratory,Rhinovirus,,2025-08-17,2025-09-16,N
359,Unity Health Toronto - Providence Healthcare Centre - A4,3276 St. Clair Ave E,Hospital-Chronic Care,Respiratory,COVID-19,,2025-08-15,2025-08-29,N
360,Craiglee Nursing Home - 1 West & 1 East,102 Craiglee Dr,LTCH,Respiratory,Parainfluenza,,2025-08-14,2025-08-30,N
361,Nisbet Lodge - 10th Fl,740 Pape Ave,LTCH,Respiratory,Rhinovirus,,2025-08-14,2025-08-23,N
362,The Heritage Nursing Home - 3rd & 4th Fl,1195 Queen St E,LTCH,Respiratory,Metapneumovirus,Rhinovirus,2025-08-14,2025-09-03,N
363,Cummer Lodge - 1st Fl - BSU & SCU,205 Cummer Ave,LTCH,Respiratory,Unable to identify,,2025-08-13,2025-08-24,N
364,Gibson Long Term Care Residence - 4th Fl,1925 Steeles Ave E,LTCH,Respiratory,COVID-19,,2025-08-13,2025-08-28,N
365,Midland Gardens Care Community - 2nd Fl,130 Midland Ave,LTCH,Respiratory,COVID-19,,2025-08-13,2025-08-27,N
366,Weston Terrace Care Community - 3A,2005 Lawrence Ave W,LTCH,Respiratory,Unable to identify,,2025-08-13,2025-08-30,N
367,Fudger House - 1W,439 Sherbourne St,LTCH,Respiratory,COVID-19,,2025-08-11,2025-08-28,N
368,Norfinch Care Community - 1st Fl,22 Norfinch Ave,LTCH,Respiratory,Parainfluenza,,2025-08-09,2025-08-24,N
369,Labdara Lithuanian Nursing Home - 2nd Fl,5 Resurrection Rd,LTCH,Respiratory,COVID-19,,2025-08-08,2025-08-25,N
370,Scarborough Retirement Residence - 3rd & 5th Fl,148 Markham Rd,Retirement Home,Enteric,Unable to identify,,2025-08-07,2025-08-12,N
371,Extendicare Rouge Valley - 3rd Fl Meadowvale & Morrish House,551 Conlins Rd,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-08-06,2025-08-27,N
372,Maynard Nursing Home - 2nd Fl Trinity,28 Halton St,LTCH,Respiratory,Parainfluenza,,2025-08-04,2025-08-17,N
373,Carefree Lodge - 2nd Fl,306 Finch Ave E,LTCH,Respiratory,Rhinovirus,,2025-08-03,2025-08-18,N
374,Belmont House - 2WW,55 Belmont St,LTCH,Respiratory,COVID-19,,2025-08-01,2025-08-15,N
375,Better Living at Thompson House - 3rd Fl,1 Overland Dr,LTCH,Respiratory,Parainfluenza,,2025-08-01,2025-08-15,N
376,Ukrainian Canadian Care Centre - 2nd Fl,60 Richview Rd,LTCH,Respiratory,Rhinovirus,,2025-08-01,2025-08-12,N
377,Dom Lipa - K Wing - 1st Fl,52 Neilson Dr,LTCH,Respiratory,COVID-19,,2025-07-30,2025-08-15,N
378,Humber Meadows Long Term Care Home - 2nd Fl South,2109 Finch Ave W,LTCH,Respiratory,Rhinovirus,,2025-07-28,2025-08-11,N
379,"The Kensington Gardens - North Building - 1 West, 1 East & 3 East",45 Brunswick Ave,LTCH,Respiratory,Metapneumovirus,,2025-07-28,2025-08-26,N
380,Humber Meadows Long Term Care Home - 6th Fl South,2109 Finch Ave W,LTCH,Respiratory,Unable to identify,,2025-07-25,2025-08-05,N
381,Seven Oaks - 1st Fl,9 Neilson Rd,LTCH,Respiratory,Parainfluenza,,2025-07-25,2025-08-01,N
382,Shepherd Village - 3rd Fl,3760 Sheppard Ave E,LTCH,Respiratory,Enterovirus/ Rhinovirus,,2025-07-25,2025-08-03,N
383,Weston Terrace Care Community - 3B,2005 Lawrence Ave W,LTCH,Respiratory,Unable to identify,,2025-07-23,2025-08-15,N
384,Carefree Lodge - Bayview Gardens - Basement,306 Finch Ave E,LTCH,Respiratory,Metapneumovirus,,2025-07-21,2025-07-27,N
385,Valleyview Residence,541 Finch Ave W,LTCH,Respiratory,Rhinovirus,,2025-07-21,2025-08-11,N
386,Norwood Nursing Home - 2nd Fl,122 Tyndall Ave,LTCH,Respiratory,Rhinovirus,,2025-07-20,2025-08-02,N
